TITLE:  An Experimental Investigation of the Flow through an Axial-Flow Pump
AUTHORS:  Zierke, Straka, and Taylor
JOURNAL PAPER FIGURE(S):  3
PSU/ARL TR 93-12 FIGURE(S): 14, 15
*****************************************************************************
DATA TITLE:  Inlet Profile Streamline Curvature Prediction
MEASUREMENT TYPE:  Streamline Curvature Method Design Code
MEASUREMENT LOCATION:  Inflow to IGV 
NOMINAL CONDITIONS:  
  vinf = 35.0 ft/sec
  pref = 43.2 psia
  rho  = 1.932 slugs/ft^3
  rotor rpm  = 260
  volumetric flow coefficient = 1.36
  IGV span = 10.50 inches
  IGV chord = 6.90 inches
DATA COLUMNS:
  1 --  percent span of measurement (0 is at hub, 100 at outer casing liner)
  2 --  vz, axial velocity (ft/sec)
  5 --  cpt, total pressure coefficient, = (Ptot - Pref)/(0.5*rho*vinf^2)
  6 --  cps, static pressure coefficient, = (Psta - Pref)/(0.5*rho*vinf^2)
*****************************************************************************
0.0000     33.5094     0.9997     0.0831     
0.2833     33.5094     0.9997     0.0831     
0.6279     33.5094     0.9997     0.0831     
0.9233     33.5094     0.9997     0.0831     
1.2187     33.5094     0.9997     0.0831     
1.5140     33.5094     0.9997     0.0831     
2.4002     33.5094     0.9997     0.0831     
3.2863     33.5094     0.9997     0.0830     
4.1725     33.5094     0.9997     0.0830     
5.0587     33.5094     0.9997     0.0830     
5.8956     33.5127     0.9997     0.0829     
7.3233     33.5127     0.9997     0.0828     
8.7510     33.5159     0.9997     0.0827     
10.1294     33.5191     0.9997     0.0825     
11.5079     33.5191     0.9997     0.0825     
12.8371     33.5224     0.9997     0.0823     
14.7079     33.5288     0.9997     0.0820     
16.5787     33.5321     0.9997     0.0818     
18.4002     33.5386     0.9997     0.0814     
20.1725     33.5450     0.9997     0.0811     
21.8956     33.5515     0.9997     0.0807     
24.1602     33.5645     0.9997     0.0801     
26.3264     33.5742     0.9997     0.0795     
28.4433     33.5871     0.9997     0.0789     
30.5602     33.5968     0.9997     0.0783     
32.6279     33.6130     0.9997     0.0775     
35.1387     33.6292     0.9998     0.0766     
37.6003     33.6486     0.9998     0.0756     
39.9633     33.6680     0.9998     0.0745     
42.3264     33.6907     0.9998     0.0734     
44.6403     33.7101     0.9998     0.0722     
47.3479     33.7393     0.9999     0.0707     
50.0064     33.7684     0.9999     0.0690     
52.5664     33.7975     0.9999     0.0674     
55.1264     33.8299     0.9999     0.0656     
57.6372     33.8655     1.0000     0.0638     
60.4926     33.9043     1.0000     0.0616     
63.2495     33.9497     1.0000     0.0592     
66.0065     33.9950     1.0000     0.0567     
68.6649     34.0403     1.0001     0.0541     
71.3234     34.0921     1.0001     0.0513     
74.2772     34.1503     1.0001     0.0481     
77.1326     34.2151     1.0001     0.0446     
79.9880     34.2798     1.0001     0.0408     
82.7450     34.3543     1.0001     0.0367     
85.5019     34.4320     1.0001     0.0324     
88.5050     34.5226     1.0001     0.0271     
91.4588     34.6262     1.0001     0.0214     
94.3634     34.7395     1.0001     0.0150     
97.2188     34.8625     1.0000     0.0080     
99.9757     35.0017     1.0000     0.0000     
