TITLE:  An Experimental Investigation of the Flow through an Axial-Flow Pump
AUTHORS:  Zierke, Straka, and Taylor
JOURNAL PAPER FIGURE(S):  9
PSU/ARL TR 93-12 FIGURE(S):  63a, 63b, 63c, 64
*****************************************************************************
DATA TITLE:  Streamline Curvature Predicted Velocity and Pressure Coefficient 
             Profiles Downstream of Rotor Blade Trailing Edge
MEASUREMENT TYPE:  Streamline Curvature Method Design Code
MEASUREMENT LOCATION:  Rotor Exit Flow
NOMINAL CONDITIONS:  
  vinf = 35.0 ft/sec
  pref = 43.2 psia
  rho  = 1.932 slugs/ft^3
  rotor rpm  = 260
  rotor tip speed, Utip = 47.6 ft/sec
  volumetric flow coefficient = 1.36
  rotor span = 10.50 inches
  rot tip chord = 10.49 inches
DATA COLUMNS:
  1 --  percent span of measurement (0 is at hub, 100 at outer casing liner)
  2 --  nondimensional axial velocity, Vz / Utip 
  3 --  nondimensional tangental velocity, Vtheta / Utip   
  4 --  cpt, total pressure coefficient, = (Ptot - Pref)/(0.5*rho*vinf^2)
  5 --  cps, static pressure coefficient, = (Psta - Pref)/(0.5*rho*vinf^2)
*****************************************************************************
0.0000    0.6991    -0.0680    1.3852    0.4720    
0.2833    0.6995    -0.0678    1.3862    0.4721    
0.6279    0.6999    -0.0676    1.3873    0.4721    
0.9233    0.7003    -0.0674    1.3883    0.4722    
1.2187    0.7007    -0.0672    1.3894    0.4722    
1.5140    0.7011    -0.0670    1.3904    0.4722    
2.4002    0.7023    -0.0663    1.3935    0.4722    
3.2863    0.7035    -0.0657    1.3965    0.4722    
4.1725    0.7048    -0.0651    1.3995    0.4721    
5.0587    0.7059    -0.0645    1.4023    0.4719    
5.8956    0.7072    -0.0640    1.4051    0.4717    
7.3233    0.7091    -0.0630    1.4096    0.4714    
8.7510    0.7109    -0.0621    1.4140    0.4714    
10.1294    0.7127    -0.0611    1.4182    0.4710    
11.4587    0.7144    -0.0602    1.4221    0.4707    
12.7879    0.7160    -0.0593    1.4259    0.4704    
14.6587    0.7182    -0.0581    1.4308    0.4698    
16.4310    0.7201    -0.0568    1.4352    0.4692    
18.2033    0.7220    -0.0556    1.4391    0.4686    
19.9756    0.7237    -0.0544    1.4427    0.4678    
21.6495    0.7252    -0.0532    1.4458    0.4671    
23.8156    0.7269    -0.0518    1.4491    0.4662    
25.9325    0.7284    -0.0503    1.4517    0.4651    
28.0495    0.7296    -0.0489    1.4538    0.4640    
30.0679    0.7306    -0.0475    1.4551    0.4629    
32.0864    0.7314    -0.0462    1.4561    0.4617    
34.4987    0.7322    -0.0445    1.4564    0.4602    
36.8618    0.7328    -0.0429    1.4561    0.4586    
39.2249    0.7332    -0.0413    1.4551    0.4569    
41.4895    0.7333    -0.0398    1.4535    0.4552    
43.7541    0.7333    -0.0382    1.4514    0.4534    
46.3634    0.7330    -0.0364    1.4482    0.4512    
48.9726    0.7324    -0.0347    1.4443    0.4490    
51.4834    0.7317    -0.0330    1.4397    0.4467    
53.9941    0.7307    -0.0313    1.4343    0.4443    
56.4557    0.7295    -0.0296    1.4285    0.4418    
59.2126    0.7279    -0.0277    1.4210    0.4389    
61.9695    0.7260    -0.0258    1.4128    0.4360    
64.6772    0.7238    -0.0240    1.4038    0.4330    
67.3849    0.7214    -0.0222    1.3941    0.4299    
69.9942    0.7187    -0.0203    1.3837    0.4268    
73.0465    0.7153    -0.0184    1.3711    0.4232    
75.9019    0.7116    -0.0164    1.3575    0.4196    
78.8065    0.7074    -0.0144    1.3429    0.4160    
81.6619    0.7029    -0.0124    1.3274    0.4125    
84.5173    0.6982    -0.0105    1.3113    0.4088    
87.6680    0.6925    -0.0084    1.2924    0.4047    
90.7696    0.6866    -0.0063    1.2731    0.4004    
93.8711    0.6805    -0.0041    1.2534    0.3961    
96.9234    0.6743    -0.0021    1.2333    0.3917    
100.0000    0.6678    0.0000    1.2126    0.3870    
