TITLE:  An Experimental Investigation of the Flow through an Axial-Flow Pump
AUTHORS:  Zierke, Straka, and Taylor
JOURNAL PAPER FIGURE(S):  NA
PSU/ARL TR 93-12 FIGURE(S):  29b
*****************************************************************************
DATA TITLE:  Passage-Averaged Inlet Guide Vanes Wakes from 5-Hole Probe 
             Measurements at 81.0% Span
MEASUREMENT TYPE:  5-Hole probe wake rake survey
MEASUREMENT LOCATION:  81.0% span, 49.7% chord axially downstream IGV trailing 
                       edge
NOMINAL CONDITIONS:  
  vinf = 35.0 ft/sec
  pref = 43.2 psia
  rho  = 1.932 slugs/ft^3
  rotor rpm  = 260
  Utip = 47.6 ft/sec 
  IGV chord = 6.90 inches
  IGV span  = 10.50 inches
DATA COLUMNS:
  1 -- Location of measurement in degrees (0.0 degrees is center of wake)
  2 -- Streamwise velocity / Utip
  3 -- + range of error calculated by t-statistical 95% confidence of the mean 
*****************************************************************************
-13.04348   0.74572   0.00182   
-12.67081   0.74561   0.00219   
-12.29814   0.74607   0.00200   
-11.92547   0.74509   0.00279   
-11.55279   0.74592   0.00222   
-11.18012   0.74542   0.00202   
-10.80745   0.74579   0.00182   
-10.43478   0.74618   0.00206   
-10.06211   0.74595   0.00225   
-9.68944   0.74591   0.00164   
-9.31677   0.74565   0.00179   
-8.94410   0.74556   0.00199   
-8.57143   0.74506   0.00170   
-8.19876   0.74497   0.00190   
-7.82609   0.74525   0.00171   
-7.45342   0.74476   0.00193   
-7.08074   0.74405   0.00186   
-6.70807   0.74434   0.00183   
-6.33540   0.74417   0.00208   
-5.96273   0.74395   0.00220   
-5.59006   0.74385   0.00152   
-5.21739   0.74426   0.00170   
-4.84472   0.74392   0.00184   
-4.47205   0.74395   0.00194   
-4.09938   0.74328   0.00176   
-3.72671   0.74288   0.00137   
-3.35404   0.74334   0.00188   
-2.98137   0.74331   0.00185   
-2.60870   0.74323   0.00201   
-2.23602   0.74344   0.00185   
-1.86335   0.74333   0.00221   
-1.49068   0.74290   0.00269   
-1.11801   0.74114   0.00359   
-0.74534   0.73210   0.00592   
-0.37267   0.71340   0.00708   
0.00000   0.70020   0.00701   
0.37267   0.71366   0.00774   
0.74534   0.72927   0.00618   
1.11801   0.73437   0.00174   
1.49068   0.73472   0.00202   
1.86335   0.73622   0.00170   
2.23602   0.73634   0.00174   
2.60870   0.73633   0.00165   
2.98137   0.73721   0.00195   
3.35404   0.73671   0.00183   
3.72671   0.73806   0.00201   
4.09938   0.73871   0.00218   
4.47205   0.73934   0.00175   
4.84472   0.74036   0.00173   
5.21739   0.74029   0.00169   
5.59006   0.74140   0.00139   
5.96273   0.74205   0.00158   
6.33540   0.74288   0.00183   
6.70807   0.74287   0.00147   
7.08074   0.74317   0.00191   
7.45342   0.74348   0.00151   
7.82609   0.74355   0.00156   
8.19876   0.74443   0.00149   
8.57143   0.74384   0.00162   
8.94410   0.74441   0.00188   
9.31677   0.74459   0.00184   
9.68944   0.74535   0.00130   
10.06211   0.74587   0.00153   
10.43478   0.74577   0.00158   
10.80745   0.74563   0.00114   
11.18012   0.74617   0.00171   
11.55279   0.74632   0.00171   
11.92547   0.74631   0.00157   
12.29814   0.74658   0.00187   
12.67081   0.74602   0.00171   
13.04348   0.74630   0.00150   
