TITLE:  An Experimental Investigation of the Flow through an Axial-Flow Pump
AUTHORS:  Zierke, Straka, and Taylor
JOURNAL PAPER FIGURE(S):  NA
PSU/ARL TR 93-12 FIGURE(S): 63c, 72b, 73b, 76b
*****************************************************************************
DATA TITLE:  Circumferentially-Averaged Velocities and Correlations
             Measured 32.2% Rotor Tip Chord Axially Downstream of Rotor Tip 
             Trailing Edge with Laser Doppler Velocimeter
MEASUREMENT TYPE:  2-component laser Doppler velocimeter
MEASUREMENT LOCATION:  32.2% rotor tip chord axially downstream of rotor tip 
                       trailing edge
NOMINAL CONDITIONS:  
  vinf = 35.0 ft/sec
  pref = 43.2 psia
  rho  = 1.932 slugs/ft^3
  rotor rpm  = 260
  rotor tip speed, Utip = 47.6 ft/sec
  volumetric flow coefficient = 1.36
  rotor span = 10.50 inches
  rotor tip chord = 10.49 inches
DATA COLUMNS:
  1 --  Filename (ignore)
  2 --  percent span of measurement axial velocity measurement 
        (0 is at hub, 100 at outer casing liner)
  3 --  nondimensional axial velocity mean, Vz / Utip 
  4 --  nondimensional axial velocity variance, 
        ((Vz_prime + Vz_tilda)^2 / Utip^2 ) * 100
  5 --  nondimensional axial velocity nondeterministic unsteadiness,
        ((Vz_prime * Vz_prime) / Utip^2 ) * 100
  6 --  nondimensional axial velocity deterministic unsteadiness,
        ((Vz_tilda * Vz_tilda) / Utip^2 ) * 100
  7 --  percent span of measurement tangential velocity measurement 
        (0 is at hub, 100 at outer casing liner)
  8 --  nondimensional tangential velocity mean, Vt / Utip 
  9 --  nondimensional tangential velocity variance, 
        ((Vt_prime + Vt_tilda)^2 / Utip^2 ) * 100
  10--  nondimensional tangential velocity nondeterministic unsteadiness,
        ((Vt_prime * Vt_prime) / Utip^2 ) * 100
  11--  nondimensional tangential velocity deterministic unsteadiness,
        ((Vt_tilda * Vt_tilda) / Utip^2 ) * 100
  12--  nondimensional cross-correlation deterministic unsteadiness,
        ((Vz_tilda * Vt_tilda) / Utip^2 ) * 100
*****************************************************************************
330dh101.DAT    99.04762    0.43143    0.66490    0.55160    0.19520    99.36340    0.04746    1.33930    0.84850    0.57390    -0.16080    
330dh102.DAT    98.57143    0.44701    0.74320    0.56660    0.26410    98.89536    0.04706    1.31010    0.82400    0.58060    -0.15290    
330dh103.DAT    98.09524    0.46047    0.79810    0.57970    0.31370    98.42731    0.04176    1.29030    0.83790    0.54570    -0.09680    
330dh104.DAT    97.61904    0.47388    0.85820    0.59250    0.35850    97.95926    0.03408    1.26280    0.84630    0.52900    -0.04230    
330dh105.DAT    97.14286    0.48638    0.89890    0.60050    0.39000    97.49123    0.02470    1.21430    0.84450    0.49540    0.04780    
330dh106.DAT    96.19048    0.50999    1.01300    0.63900    0.44820    96.55514    0.01950    1.06160    0.77830    0.39580    0.15050    
330dh107.DAT    95.23810    0.53577    1.08420    0.65420    0.48720    95.61905    0.00761    0.97850    0.70770    0.40020    0.24730    
330dh108.DAT    94.28571    0.56027    1.13030    0.67850    0.48100    94.68295    -0.00548    0.91770    0.63080    0.47210    0.33790    
330dh109.DAT    92.38095    0.61150    1.07370    0.68350    0.40190    92.81078    -0.01713    0.76530    0.51740    0.44550    0.35590    
330dh110.DAT    91.42858    0.63760    0.97250    0.66810    0.30200    91.87471    -0.01565    0.63380    0.46490    0.36090    0.28050    
330dh111.DAT    90.47619    0.66309    0.80800    0.61320    0.20580    90.93862    -0.01479    0.54910    0.42190    0.28060    0.19950    
330dh112.DAT    89.52380    0.68363    0.68920    0.55810    0.13950    90.00253    -0.01204    0.43870    0.36950    0.18150    0.11270    
330dh113.DAT    88.09524    0.71541    0.51990    0.42030    0.11720    88.59840    -0.01172    0.33140    0.28660    0.11710    0.03720    
330dh114.DAT    85.71429    0.74763    0.42080    0.16230    0.26160    86.25819    -0.01329    0.17870    0.14550    0.06510    0.00290    
330dh115.DAT    80.95238    0.76434    0.29990    0.08270    0.22160    81.57777    -0.01925    0.09050    0.05450    0.07130    0.04700    
330dh117.DAT    66.66667    0.77840    0.17050    0.07750    0.11620    67.53648    -0.02127    0.07580    0.04890    0.06870    0.07050    
330dh118.DAT    57.14286    0.78282    0.20170    0.10220    0.12570    58.17562    -0.02250    0.09070    0.05720    0.07910    0.06650    
330dh119.DAT    47.61905    0.78806    0.23550    0.11220    0.15340    48.81476    -0.02279    0.10650    0.06360    0.09200    0.06710    
330dh120.DAT    38.09524    0.78523    0.28790    0.13300    0.17440    39.45391    -0.02043    0.11260    0.07390    0.08690    0.05740    
330dh121.DAT    28.57143    0.78252    0.32800    0.15950    0.18200    30.09305    -0.02119    0.13860    0.09200    0.09720    0.06270    
330dh122.DAT    19.04762    0.77076    0.40530    0.18400    0.22710    20.73219    -0.03455    0.21600    0.13230    0.13210    0.08680    
330dh123.DAT    14.28572    0.76670    0.43880    0.21570    0.24700    16.05176    -0.04322    0.21170    0.14170    0.12380    0.07350    
330dh124.DAT    11.90476    0.76355    0.44450    0.21030    0.27510    13.71155    -0.04926    0.22010    0.13850    0.14720    0.09770    
330dh125.DAT    9.52381    0.75827    0.50780    0.21410    0.36160    11.37133    -0.05372    0.21400    0.14070    0.15980    0.12250    
330dh126.DAT    7.61904    0.75454    0.58160    0.21850    0.44550    9.49916    -0.05460    0.21140    0.13690    0.15080    0.08970    
330dh127.DAT    5.71429    0.75138    0.65720    0.23910    0.50210    7.62699    -0.05731    0.22680    0.13100    0.16700    0.06440    
330dh128.DAT    4.76190    0.74784    0.69650    0.25040    0.49490    6.69090    -0.06015    0.22820    0.12620    0.18520    0.07870    
330dh129.DAT    2.85714    0.69479    1.15150    0.52500    0.53280    4.81873    -0.06752    0.28240    0.11890    0.25690    0.17940    
330dh130.DAT    1.90477    0.63594    1.02520    0.68630    0.49850    3.88265    -0.07334    0.36320    0.14930    0.29400    0.25750    
