TITLE:  An Experimental Investigation of the Flow through an Axial-Flow Pump
AUTHORS:  Zierke, Straka, and Taylor
JOURNAL PAPER FIGURE(S):  NA
PSU/ARL TR 93-12 FIGURE(S): 34,39,40,41
*****************************************************************************
DATA TITLE:  Circumferentially-Averaged Velocities and Correlations
             Measured 88.5% IGV Chord Axially Downstream of IGV Trailing Edge
             with Laser Doppler Velocimeter
MEASUREMENT TYPE:  2-component laser Doppler velocimeter
MEASUREMENT LOCATION:  88.5% IGV chord downstream of IGV trailing edge
NOMINAL CONDITIONS:  
  vinf = 35.0 ft/sec
  pref = 43.2 psia
  rho  = 1.932 slugs/ft^3
  rotor rpm  = 260
  rotor tip speed, Utip = 47.6 ft/sec
  volumetric flow coefficient = 1.36
  IGV span = 10.50 inches
  IGV chord = 6.90 inches
DATA COLUMNS:
  1 --  Filename (ignore)
  2 --  percent span of measurement axial velocity measurement 
        (0 is at hub, 100 at outer casing liner)
  3 --  nondimensional axial velocity mean, Vt / Utip 
  4 --  nondimensional axial velocity variance, 
        ((Vt_prime + Vt_tilda)^2 / Utip^2 ) * 100
  5 --  nondimensional axial velocity nondeterministic unsteadiness,
        ((Vt_prime * Vt_prime) / Utip^2 ) * 100
  6 --  nondimensional axial velocity deterministic unsteadiness,
        ((Vt_tilda * Vt_tilda) / Utip^2 ) * 100
  7 --  percent span of measurement tangential velocity measurement 
        (0 is at hub, 100 at outer casing liner)
  8 --  nondimensional tangential velocity mean, Vt / Utip 
  9 --  nondimensional tangential velocity variance, 
        ((Vt_prime + Vt_tilda)^2 / Utip^2 ) * 100
  10--  nondimensional tangential velocity nondeterministic unsteadiness,
        ((Vt_prime * Vt_prime) / Utip^2 ) * 100
  11--  nondimensional tangential velocity deterministic unsteadiness,
        ((Vt_tilda * Vt_tilda) / Utip^2 ) * 100
  12--  nondimensional cross-correlation deterministic unsteadiness,
        ((Vz_tilda * Vt_tilda) / Utip^2 ) * 100
*****************************************************************************
326DH129.DAT    1.90476    0.42052    22.04090    0.35510    19.57710    3.88265    0.12651    1.43910    0.88620    0.67410    -0.02850    
326DH128.DAT    2.85714    0.69643    14.94160    0.70380    24.77880    4.81873    0.17594    0.83840    0.37620    0.29830    0.13760    
326DH127.DAT    3.80952    0.62591    0.68770    0.64090    0.23220    5.75481    0.20174    0.18270    0.01710    0.17220    0.06460    
326DH126.DAT    4.76190    0.65788    0.92240    0.74470    0.26380    6.69090    0.20276    0.17060    0.00510    0.17060    0.07820    
326DH125.DAT    5.71429    0.69978    1.09850    0.62290    0.29530    7.62700    0.20259    0.16610    0.00330    0.16760    0.07240    
326DH124.DAT    7.61905    0.74107    0.41700    0.22350    0.16130    9.49916    0.20172    0.16210    0.00290    0.16190    0.02460    
326DH123.DAT    9.52381    0.74500    0.31200    0.16040    0.15120    11.37133    0.20089    0.15580    0.00250    0.15590    0.02550    
326DH122.DAT    14.28571    0.74680    0.27680    0.12680    0.15040    16.05176    0.19902    0.14400    0.00220    0.14330    0.02690    
320DH121.DAT    14.28571    0.75403    0.19630    0.03460    0.16790    16.05176    0.19818    0.14270    0.00200    0.14240    0.02820    
320DH120.DAT    19.04762    0.75296    0.19180    0.03530    0.16220    20.73219    0.19809    0.13390    0.00230    0.13320    0.02600    
326DH121.DAT    19.04762    0.74636    0.26790    0.12080    0.14610    20.73219    0.19999    0.13420    0.00230    0.13310    0.02470    
320DH119.DAT    30.95238    0.74985    0.17010    0.02750    0.14660    32.43325    0.19099    0.11190    0.00220    0.11060    0.01950    
326DH120.DAT    30.95238    0.74960    0.19030    0.03920    0.14930    32.43325    0.19358    0.11180    0.00300    0.10950    0.01970    
326DH119.DAT    45.23809    0.74698    0.15260    0.02600    0.12600    46.47454    0.17542    0.09640    0.00240    0.09440    0.01140    
320DH118.DAT    45.23809    0.74303    0.15210    0.03320    0.12260    46.47454    0.17205    0.09670    0.00180    0.09460    0.01080    
320DH117.DAT    54.76191    0.74419    0.14390    0.03440    0.11190    55.83540    0.15532    0.09070    0.00130    0.08920    0.00550    
326DH118.DAT    54.76191    0.74293    0.14740    0.03150    0.11490    55.83540    0.15868    0.09100    0.00210    0.08850    0.00700    
326DH117.DAT    69.04762    0.73873    0.13020    0.03100    0.09900    69.87667    0.13761    0.08430    0.00160    0.08140    -0.00210    
320DH116.DAT    69.04762    0.74165    0.12990    0.03160    0.09960    69.87667    0.13430    0.08450    0.00140    0.08220    -0.00300    
326DH116.DAT    71.42857    0.73824    0.13060    0.03240    0.09850    72.21690    0.13342    0.08320    0.00140    0.08100    -0.00360    
320DH114.DAT    76.19048    0.74088    0.12080    0.02690    0.09520    76.89732    0.12272    0.08180    0.00100    0.08030    -0.00720    
326DH115.DAT    76.19048    0.73842    0.11940    0.02480    0.09510    76.89732    0.12543    0.08190    0.00150    0.07910    -0.00640    
326DH114.DAT    80.95238    0.73799    0.11870    0.02590    0.09250    81.57775    0.12083    0.08080    0.00140    0.07790    -0.00800    
320DH113.DAT    80.95238    0.74237    0.12220    0.03070    0.09260    81.57775    0.11874    0.08240    0.00150    0.07920    -0.00940    
326DH113.DAT    85.71429    0.73760    0.11290    0.02510    0.08850    86.25818    0.11556    0.07920    0.00120    0.07670    -0.00970    
320DH112.DAT    85.71429    0.74253    0.12500    0.03670    0.08980    86.25818    0.11337    0.08140    0.00140    0.07840    -0.01070    
320DH111.DAT    88.09524    0.74383    0.12110    0.03370    0.08860    88.59838    0.10997    0.08120    0.00160    0.07800    -0.01080    
